bcell,epi,fibro
EZH1,0.0998101410951343,0.0768679935900196,0.134250302528171
EZH2,0.0852545226222832,0.125174128346161,0.0442757454947648
EZR,2.94863910765716,2.16917858709941,0.591647614294967
EZR-AS1,0,9.29874567059098e-05,0.000907776943228175
F10,0.000844614561252117,0.00114567703365238,0.48656662423372
F10-AS1,0,0.000235121319107631,0.000543847426867477
F11,0.000289575464830053,0.00293505765435588,0
F11-AS1,0,0.000948403362171579,0
F11R,0.0497567586818236,0.897014279219554,0.0755713435784492
F12,0.00832462217399661,0.331513286984934,0.0206521506246253
F13A1,0.00455952310787293,0.00481663424779983,0.0482466984350095
F13B,0,6.61075202227907e-05,0
F2,0.000418528280458144,6.48227541035302e-05,0
F2R,0.0167574208269788,0.0268451813351688,0.918698264592465
F2RL1,0.00309593501234741,0.127018619488349,0.0439448628022308
F2RL2,0.000480328455360942,0.000474938281074356,0.0594041780331221
F2RL3,0.000815814684277773,0.00264005451696322,0.000369876297831201
F3,0.0111571404719038,0.505734080929083,0.424377782136563
F5,0.000431973275136652,0.016639266051474,0.0578960125350446
F7,0,0.00175933374639405,0.00640648827990872
F8,0.0164562597288213,0.0573552564990765,0.053337073708099
F8A1,0.185732796316586,0.187789453919605,0.190029559548806
F8A2,0,3.78277616671863e-05,0
F8A3,0.0124794605916027,0.024222838932868,0.00996734730279643
FA2H,0.012989400305979,0.135792858468038,0.00224211307338485
FAAH,0.00622429120176826,0.120354294085865,0.0114656437124353
FAAH2,0.0108003710335073,0.0491775585393617,0.00358995542219568
FAAP100,0.0581965996907784,0.120988804551694,0.139477457340291
FAAP20,0.633329367018446,1.37405620318385,1.06826226214352
FAAP24,0.026367178163,0.0446482629797558,0.0401863996484615
FABP1,2.36522673176982e-05,4.1046047123912e-05,0
FABP12,0,0,0
FABP2,0,3.22623269056499e-05,0.000127065816992796
FABP3,0.00747238803379311,0.0757779603620299,0.0307112520872326
FABP4,0.0329238243440772,0.0314611249278056,0.285009126022119
FABP5,0.66607874694774,0.52318849576157,1.35162565559128
FABP6,0.00129098789002195,0.0710094313796759,0.00176044063697021
FABP7,0.000872637044542881,0.0973175583281312,0.00456790187106923
FABP9,0,1.60318443474132e-05,0
FADD,0.090946471903317,0.239839983303494,0.193790780133269
FADS1,0.0150388094465385,0.267521414186283,0.231137388413569
FADS2,0.00421494612615485,0.152881069694368,0.156049642479628
FADS3,0.309076655099651,0.128897914864699,0.391656915810816
FADS6,0,0.010918521835936,0.00138033546155773
FAF1,0.0856971552000949,0.15716316679462,0.141707792440728
FAF2,0.101659293339393,0.334205801353777,0.198848718005106
FAH,0.0198069718937599,0.24277741787568,0.136312243462056
FAHD1,0.0821928695100297,0.273572808568706,0.176272182867715
FAHD2A,0.0684953556910141,0.15822393563165,0.204320315987557
FAHD2B,0.0340376711009706,0.081095837140614,0.132074009781512
FAIM,0.0830517446735931,0.301578136718621,0.213610373665257
FAIM2,9.0012123968612e-05,0.00997709067037401,0.0578559501304079
FALEC,0.0117967450245861,0.0118296640701972,0.0235895190181493
FAM101A,0,0.001512163061923,0.0429339857207278
FAM101B,0.00650454370864054,0.0149798742266178,0.103857209494991
FAM102A,0.391770615039498,0.392659903322771,0.16476143758817
FAM102B,0.0172399286787031,0.0181085736743539,0.0711044480491613
FAM103A1,0.371846858827322,0.401039696149331,0.262644655070849
FAM104A,0.206917312478016,0.341084098966831,0.219338900352754
FAM104B,0.12848244248118,0.270493169352536,0.221089730670454
FAM105A,0.0138116356418205,0.0514670087338394,0.0819732454695455
FAM106A,0.00357169829579707,0.00308092612368326,0.00311309131610122
FAM107A,0.0012263132869296,0.00168999722921952,0.0518997203313114
FAM107B,0.823475017568899,0.766078392244948,0.320862529978774
FAM109A,0.00864205279020553,0.0827374431819915,0.0572936308315895
FAM109B,0.00540010022953986,0.0551880421565114,0.206472726990074
FAM110A,0.0928770805231265,0.232681533823574,0.0376566964389743
FAM110B,0.00107041775866737,0.0217460035136664,0.131112713022605
FAM110C,0.000739738069610318,0.0753885591194031,0.0323267659462317
FAM110D,0.000840283315650456,0.00274441252217536,0.00506891043267201
FAM111A,0.182507910584451,0.15717362839678,0.209944565291493
FAM111B,0.0947919515197161,0.0316914797415765,0.0032850750828837
FAM114A1,0.0202554989471345,0.60839483232995,1.08712405244331
FAM114A2,0.0696504608475269,0.0826402211626688,0.180706608651627
FAM117A,0.123120953287897,0.0578326807115826,0.0542014455911054
FAM117B,0.112759025655416,0.0508680223122922,0.0460642225193648
FAM118A,0.161178214051065,0.111794397081694,0.405744643513007
FAM118B,0.0319246960319307,0.127196711884657,0.146612537496898
FAM120A,0.23473565677101,1.14218898454654,0.511992999689611
FAM120AOS,0.185879396399151,0.638112339763995,0.383208803620806
FAM120B,0.0380894319353142,0.0582738166216062,0.074817957546481
FAM120C,0.0338751971238109,0.04182350962021,0.0340402518797428
FAM122A,0.151236306936666,0.145092098768818,0.175090729614945
FAM122B,0.146883177897915,0.164842267963503,0.0887085878640189
FAM122C,0.0433047614148887,0.0262701451682061,0.0217534148902672
FAM124A,0.00338273319956884,0.00645360438187251,0.0276186836299524
FAM124B,0.000366871857261493,0.000665525622912781,0.000425916181910164
FAM126A,0.147510016736257,0.287082094493156,0.267590828782553
FAM126B,0.180317024784348,0.24719441312504,0.154598887167319
FAM127A,0.0684440102550363,0.361577066828665,1.14727837458606
FAM127B,0.0637615669971778,0.562942596124982,0.5907863439878
FAM127C,0.0014454443864869,0.0854497064042924,0.246121540017797
FAM129A,0.0995560722029517,0.241686266603742,0.181980922794765
FAM129B,0.0124943510080443,0.797569101484351,0.307778582346597
FAM129C,0.394650975757979,0.00179782322459199,0.00246091406207008
FAM131A,0.025816052353948,0.0980863653929694,0.0953607248404759
FAM131B,0,0.000455835222015561,0.0113418778535744
FAM131C,0.000370639384850831,0.0210883303494935,0.00351669224827895
FAM132A,0.00222086869591902,0.0136284448190882,0.0184849684984703
FAM132B,0.00149968924439981,0.0219216480065703,0.00168881545250654
FAM133A,0.00160328141787144,0.0641055377974123,0.0149396044886778
FAM133B,1.07834532700824,0.987661680912438,1.23512253481855
FAM134A,0.154572770904817,0.459152804136511,0.345711971528272
FAM134B,0.0390202590785489,0.0629618422025519,0.0703656278891814
FAM134C,0.138989546998083,0.31022178782737,0.211708141292702
FAM135A,0.0236008777282437,0.0836684343630838,0.0686362808484997
FAM135B,0,0.000122988071211332,0
FAM136A,0.265124623944021,0.644109780150045,0.263147388946361
FAM138B,0,0.00013817497674444,0
FAM138C,0,0,0
FAM138E,0,0,0
FAM13A,0.0132913827661348,0.618769970665038,0.290242636910902
FAM13A-AS1,0.0138007193208916,0.00647778318157753,0.0105904226662443
FAM13B,0.17603958304904,0.11071360041751,0.136352558308653
FAM13C,8.44400102020162e-05,0.000737153803305655,0.378909620499077
FAM149A,0.00285783464982392,0.0576988391407465,0.0277163764004319
FAM149B1,0.0160459902779977,0.0695190335511957,0.0639962364484076
FAM150A,0.0015301732812427,0.0386619459928038,0.0728795101663598
FAM150B,0.00408714747272981,0.0141087122157372,0.0589721178358045
FAM151A,9.12658014962716e-05,2.1977128450771e-05,9.98556516656217e-05
FAM151B,0.00175548834963447,0.00860766757100563,0.0192917740370119
FAM153A,0.00050034476497907,0.0132443033557177,0.000846595902969109
FAM153B,0.0020822798430887,0.00950631665186394,0.0033346484149132
FAM153C,0.000478570593872433,0.00184314165111952,0
FAM155A,0.000279972764249494,0.032727378031563,0.0293669338113253
FAM155B,6.31558099303164e-05,0.0139579517451075,0
FAM156A,0.00124739230089109,0.000382646299201699,0.00105050668038208
FAM156B,0,9.42010255852458e-05,0.000598056865399767
FAM157B,3.59398896432624e-05,0.00051498056706808,0.000151267691323754
FAM157C,0.00817562017681283,0.0075319799673819,0.00881965617676895
FAM159A,0.410627516250953,0.00396774212379659,0.0113605544236873
FAM159B,0.00101129325784464,0.337100005798865,0.00220340325177469
FAM160A1,0.000830836706568626,0.0201763791426743,0.000823646855793402
FAM160A2,0.0494712392831451,0.125744280632861,0.156090961643464
FAM160B1,0.0361439020791759,0.0827371902930467,0.103388732884138
FAM160B2,0.0477620541819165,0.177692309369405,0.128075622636957
FAM161A,0.0298879743081111,0.0905654769236916,0.100646141919273
FAM161B,0.00987803469218224,0.0185417263209295,0.0435722113575167
FAM162A,0.52384570695209,1.08283574042524,1.09953303087335
FAM162B,0.000622931946546244,0.000373946037591833,0.43911354729738
FAM163A,5.91029291222544e-05,0,0.00087758389812683
FAM163B,0,0,0
FAM166A,3.87303197302535e-05,0.00141097767343522,0
FAM166B,0.00153547816619395,0.00608261007900728,0.000611582089762747
FAM167A,0.0327791692768924,0.0439876270067717,0.00307219642725139
FAM167B,0.00367904112558489,0.00482143689603165,0.0152572595159434
FAM168A,0.0213131672051192,0.0637155860541749,0.104420641520722
FAM168B,0.0632344765879567,0.281289105470078,0.221622117565927
FAM169A,0.0150461106114294,0.0182478801285219,0.0016577900881405
FAM170A,0,3.19834588106685e-05,0
FAM170B,0.000378983572123302,7.16444295565781e-05,0.000895143194714144
FAM170B-AS1,0.000299057943553172,0,0
FAM171A1,0.00230175388522249,0.110553102224657,0.0874390672059494
FAM171A2,0.000671587899652313,0.0124735906337135,0.00575764553027738
FAM171B,0.00376853038247171,0.0465130292738806,0.0661222675070024
FAM172A,0.172716092426109,0.21434397183591,0.319409460260698
FAM173A,0.409464562861558,0.962660358467373,0.532784001199843
FAM173B,0.0277505062124838,0.103254454905241,0.0546392297663157
FAM174A,0.103164627138547,0.344836793598648,0.280049066873744
FAM174B,0.00581050938193588,0.226270048948832,0.0409171940116972
FAM175A,0.159479103352032,0.0591121958505279,0.183780148960828
FAM175B,0.0966297357149188,0.0877840118472454,0.0990136934595991
FAM177A1,0.583218847742143,3.02328101490326,0.909404929800225
FAM177B,0.253291314743939,0.0171722636240812,0.00190155837522801
FAM178B,0.000437888475928757,0.0527802695271122,0.0137301970830666
FAM179A,0.00116177434799352,0.00408929858136394,0.00359140446288833
FAM179B,0.12168424736529,0.145239015927449,0.158686431271389
FAM180A,0,4.41108388795849e-05,0.084995825193294
FAM180B,0.000715057663516858,8.48785840377453e-05,0.0102104073550954
FAM181A,0,0.00299924104216349,0.000335352345673417
FAM181A-AS1,0,3.71883644048308e-05,0.000491234895755043
FAM181B,0.000301258247245777,0.00110423637507446,0.00832723591446577
FAM182B,0,0.00146907727233013,0.00950981919467522
FAM183A,0.00169996439213267,0.0657840836859752,0.00293064811787119
FAM183CP,0,5.7794971011054e-05,0
FAM184A,0.00651227450950093,0.0814616497472385,0.0283345739610863
FAM184B,0.00804608747953159,0.00813825806923898,0.00343089682476705
FAM185A,0.0193492316267091,0.0608260136959338,0.0516638526571527
FAM186A,0,0,0
FAM186B,0.000921181238149929,0.00231242603922809,0
FAM187B,0.000339448843701459,0.000518776387205785,0
FAM188A,0.0556649024173514,0.0869384666396215,0.118073053686957
FAM188B,0.000890493543029094,0.129372877805887,0.0803793440288609
FAM189A1,7.21409780146618e-05,0.00164858699866719,0.00408557980212655
FAM189A2,0.000986862397385007,0.0297767255232898,0.00228232692436077
FAM189B,0.0341627814925487,0.244619001786861,0.141521676738254
FAM192A,0.276634739266919,0.333339716368156,0.285906526881207
FAM193A,0.0696646999705408,0.112041797988514,0.0918576989508562
FAM193B,0.0327675676244,0.111983535311164,0.0625561392597607
FAM195A,0.269509387017014,1.01293007772372,0.185313762376736
FAM195B,0.42874233774618,0.638139046250698,1.20693868461957
FAM196A,6.838107316928e-05,0.000431463361530665,0.00796079745514516
FAM196B,0,4.8736444135384e-05,0.000146690791434226
FAM198A,0,0.0021309508963999,0.0949679631649348
FAM198B,0.0129224994564164,0.173192006772135,0.206578386864346
FAM199X,0.0628884186186962,0.174801098888234,0.0567125904003424
FAM19A1,0.000354043915795769,0.000322763334528992,0.00338544399924524
FAM19A2,0.0178215525817535,0.007448331171108,0.00903765106094817
FAM19A3,0,0.000290740843934294,0.0114906463270193
FAM19A4,0,0.000915510035045734,0
FAM19A5,0.000635874784501444,0.00770277796279916,0.0872988965339238
FAM200A,0.0279529057447698,0.0648864406967497,0.0526879910397692
FAM200B,0.189328417226345,0.565134057992871,0.524081889351289
FAM201A,0.000753437522074496,0.0361836643727935,0.000297222838959613
FAM204A,0.45858523721666,0.540452745860483,0.63636186902318
FAM205A,0,0,0
FAM205C,0,0,0
FAM206A,0.0221710242517739,0.10539017548538,0.0642443232071662
FAM207A,0.255790494933358,0.497198644551812,0.310066631568872
FAM208A,0.145891091726628,0.219377557814159,0.175317836585329
FAM208B,0.151120243975007,0.230215249757583,0.185698783811569
FAM209A,0.00290272340237675,0.00238325916827023,0.0017608371350145
FAM209B,0.00335822327483097,0.00203033933143453,0.00282498311460522
FAM20A,0.00667616430286795,0.417322150005659,0.364551445133866
FAM20B,0.0552516002933762,0.118277132689062,0.106591643430594
FAM20C,0.0078887821837686,0.185661533832365,0.430948170872261
FAM210A,0.153878180455297,0.12674182879195,0.113607899417503
FAM210B,0.0476528356178082,0.489622038476749,0.443041969887885
FAM212A,0.138488272621312,0.00945872991855697,0.0884493481995084
FAM212B,0.0158244646738395,0.0105918819693838,0.0529826541817319
FAM212B-AS1,0.000503114561466455,0.00265566494287282,0.00873837304240825
FAM213A,0.105941899454028,0.911471563605158,0.552955454811815
FAM213B,0.03207424607269,0.131542858048032,0.0611605574848156
FAM214A,0.236672822427555,0.314711244995891,0.109857731878893
FAM214B,0.0239773255059027,0.0851561393615775,0.105970813058837
FAM215A,0,0,0
FAM215B,0.179430365765127,0.071260538109753,0.0980161100797131
FAM216A,0.0479278159185217,0.0271576942147071,0.100077116269717
FAM216B,0.000759297757439626,0.00646065418882048,0.0503217907598807
FAM217B,0.110330077455757,0.244070293926562,0.188950127651295
FAM218A,0.00267680196998287,0.0105840086325511,0.0125841060289051
FAM219A,0.0219881340851543,0.0730029323588061,0.0425660160984088
FAM219B,0.121714003777433,0.186031592550706,0.183913385893923
FAM21A,0.0674996373288992,0.0837028333758923,0.116440389085375
FAM21C,0.0940643765186814,0.0797660442527656,0.096164182186568
FAM220A,0.0289259877316486,0.115507493929265,0.0595389525560066
FAM221A,0.0389342477864924,0.113772252296203,0.0294350057517628
FAM221B,0.000566401775839235,0.00598286316717185,0.00146410721814004
FAM222A,0.00320072946864279,0.00972387704863886,0.00347033500150053
FAM222A-AS1,0,0.000126393589477413,0
FAM222B,0.0610041813748508,0.189728208609042,0.0817948067877751
FAM223A,0,2.39398607906192e-05,0
FAM223B,0,0,0
FAM224A,0,1.52350317953133e-05,0
FAM224B,0,0.000173989086063562,0
FAM225A,0,0.0039261850426993,0.0146632060397983
FAM225B,0,0.00370262601390818,0.0151608340074341
FAM227A,0.00201832731737822,0.0651654335713307,0.0181285814141547
FAM227B,0.0263170621381229,0.0245132381730732,0.0411996060511427
FAM228A,0,0.00377942319295836,0.00133492460572878
FAM228B,0.0773083069958933,0.111967845487074,0.22248789643226
FAM229A,0.0128981218469867,0.0733495070901393,0.0377791929388817
FAM229B,0.0347029753167305,0.165325150300156,0.548002410263526
FAM230A,0,3.67800315442432e-05,0
FAM231D,0.0293804908979232,0.0144794025828809,0.00779989454554091
FAM234A,0.0562122838336686,0.349260071490225,0.34533113281809
FAM234B,0.0189480586244437,0.0233611906299636,0.0214668994267259
FAM24A,0,1.24004875598898e-05,0
FAM24B,0.0493792335533616,0.0649876613541231,0.0244749226596649
FAM25A,0,0.000648166712149214,0.000347020119150746
FAM25G,0,0.000347419819269576,0
FAM26D,0,0,0
FAM26E,3.82643253062738e-05,0.000741484873932861,0.0614653620016168
FAM26F,0.770548569875172,0.0141840929287147,0.0997660177381113
FAM27C,0.0185767935181263,0.0587928153209692,0.03315577041409
FAM32A,0.380368019211674,0.504372382694359,0.721134740262279
FAM35A,0.0872645766468649,0.127372754137462,0.129242924852848
FAM3A,0.135543895517357,0.377731495534222,0.368912775300073
FAM3B,0.00639050073963589,0.345028187196294,0.0190689685961159
FAM3C,0.752840240561342,1.87405688275238,1.16517250873028
FAM3D,0.000466470606967641,0.10245679968602,0.00310162253381983
FAM3D-AS1,9.16189075625325e-05,0.000160632306656517,0
FAM41C,0.0398048108997724,0.0251104382001619,0.0164231891708021
FAM43A,0.240606450767302,0.032517019715723,0.386822037856483
FAM43B,0,0.000251123860433936,0.0329514170263269
FAM45A,0.0980169038371869,0.347986962519833,0.282634030284706
FAM46A,0.120850874125044,0.45554874502089,0.852441822151296
FAM46B,0.000866899425764656,0.0424615589181722,0.0106330387435664
FAM46C,0.815690505217903,0.18396928870173,0.0978294240754162
FAM46D,0,8.16099899590458e-05,0
FAM47A,0,0,0
FAM47C,0,1.62512729967478e-05,0
FAM47E,0.0017403216927315,0.0500892058388572,0.0101458555440611
FAM47E-STBD1,0,0.000184084757187511,0
FAM49A,0.310836213098765,0.0516846741509129,0.134763438161607
FAM49B,1.3447470938572,0.697640734771209,0.121258448842845
FAM50A,0.306266873364955,0.980639838094963,0.792538534425043
FAM50B,0.0542662455000061,0.0711860593067228,0.141758139896287
FAM53A,0.00389214330883327,0.0118576301514191,0.00274045131782623
FAM53B,0.125426184430086,0.0811971283905752,0.0532720198428678
FAM53B-AS1,0,4.36997047534328e-05,0.00163813732448274
FAM53C,0.242091527531709,0.258737671591075,0.235015872902439
FAM57A,0.00807981028844992,0.112182579293606,0.071849642850035
FAM57B,0.00161806615818298,0.00562850522246126,0.00250095688798365
FAM58A,0.18157954620773,0.310326499229516,0.135847383306585
FAM60A,0.580234445462782,0.5152785139942,0.148112621964175
FAM63A,0.0167744209346545,0.0732541640520755,0.0620433850787429
FAM63B,0.12690244763622,0.451655815184373,0.533742595756747
FAM64A,0.0039046481196024,0.0226301677467504,0.0107578007859858
FAM65A,0.116918730042949,0.0983047560731641,0.156640046849651
FAM65B,1.02125697154005,0.0277567237994397,0.0310050629900631
FAM65C,0.0139182351920044,0.00363643310540752,0.0620032525625002
FAM66A,0.000347445447103985,0.000194103300874877,0.0010679492309751
FAM66B,0.00111320883509827,0.00142198565088556,0.000702739903259731
FAM66C,0.0117279169411322,0.0185266314934061,0.0457382171139441
FAM66D,0,6.38547227308226e-05,0.00292197466075751
FAM66E,0.000162403636178437,5.4191180891378e-05,0
FAM69A,0.0598466649789125,0.0162600074435683,0.0515216187300638
FAM69B,0.00714780659762509,0.109642131740484,0.0129613385295982
FAM69C,0.000568799297404035,0.000345718077803007,0.00433900706934059
FAM71A,0.00120646335705668,0.0279811493270386,0.0162228913216512
FAM71B,0,0,0
FAM71C,0,1.45681452315763e-05,0
FAM71D,0.0134229541461526,0.0146594902703028,0.0151688746610369
FAM71E1,0.00273367068221986,0.0663036967637474,0.0083760470309603
FAM71E2,0,5.12763711361653e-05,0
FAM71F1,5.91705444674689e-05,0.00353790657927049,0.000338949316773083
FAM71F2,0.00754292232365177,0.0332125122408862,0.0153447995521739
FAM72A,0.0137520582063266,0.0104398846510013,0.0153279292296149
FAM72B,0.00561832657333344,0.00386174291378801,0.00295171161352355
FAM72C,0.00467774576852786,0.00258992681113586,0.00049334492496569
FAM72D,0.00713780879470565,0.00761390162036198,0.00436289045724695
FAM73A,0.0794100048876216,0.164324721324946,0.173852940136121
FAM73B,0.0309543588014936,0.0707500187896744,0.0631621972164445
FAM74A1,0,0,0
FAM74A6,0,0.000391884907413499,0.00214259084542668
FAM76A,0.0927964104740249,0.123490998283546,0.138857439613722
FAM76B,0.146089050607769,0.0758340861028595,0.0786836904756037
FAM78A,0.104971643773256,0.00317813476952197,0.0139794242818627
FAM78B,0.00181827113710842,0.00700761013392547,0.0176616540424046
FAM81A,0.0125621082435373,0.0172362435820985,0.00757344048206539
FAM81B,0.000512978128364183,0.0601330781689166,0.00127990545685693
FAM83A,0.00529716671770812,0.898844782616493,0.00869636569312989
FAM83A-AS1,0,0.000731448662278435,0.00114627405137582
FAM83B,0,0.00340520779447299,0.000541162965707261
FAM83C,0,0.000185590401232186,0.00134736243556675
FAM83C-AS1,4.10949860960868e-05,0.00196149708365935,0.000600887727493089
FAM83D,0.00936378184531222,0.0499229569156626,0.0303450115772473
FAM83E,0.000105872053707792,0.0478444723379211,0
FAM83F,5.17948876042652e-05,0.0232750965777499,0.00209556723079264
FAM83G,0.00666401133033446,0.0598305043917699,0.0141965061367768
FAM83H,0.00358138083866973,0.406933411005933,0.0185326046592819
FAM83H-AS1,0.00111496641401456,0.195318861567375,0.00295308622412638
FAM84A,0.00125476813354689,0.102748846540887,0.0666900071216907
FAM84B,0.0201608139276755,0.590818157137317,0.0284575207938762
FAM85B,0.00073994889557803,0.000796376082137455,0.00249783167663175
FAM86B1,0.00554659520233183,0.0247016254074492,0.0290800216440951
FAM86B2,0.000170686583690878,0.0012044760830213,0.00162630023983896
FAM86C1,0.0139609201096998,0.0488144322708043,0.0225939643319102
FAM87A,0,0.000250544085379747,0.000384775199514598
FAM87B,0.000893520439178922,0.000429755245965093,0.00803703195972655
FAM89A,0.0223798096742408,0.160344530934401,0.114330838763345
FAM89B,0.147112386110979,0.712787043696956,0.56953925634141
FAM8A1,0.024034510656834,0.140613986975832,0.175814929968353
FAM90A1,0.00120230029337514,0.0068357535949183,0.00364075193492434
FAM90A26,0,0.000204377740600348,0.00103976622847963
FAM91A1,0.138503700489101,0.230592109132506,0.122074475585097
FAM92A1,0.00717794967279449,0.19113563919849,0.532874343906373
FAM92B,0.0463337670815349,0.00738183167787257,0.000861451851220647
FAM95B1,0.00345192721278552,0.00834275389144778,0.00436737550593545
FAM95C,0,0.0157013896993698,0.000419276624788423
FAM96A,0.722892539581499,0.511984775787405,0.255710634565275
FAM96B,0.901478013301883,1.97566632883211,1.3594703332282
FAM98A,0.071955145730156,0.136684283376169,0.183699422242839
FAM98B,0.0951438829259743,0.123369799914613,0.0720046151576137
FAM98C,0.146877930080847,0.19721439432141,0.220118999181635
FAM99A,0,0,0
FAM9A,0,3.81206678481786e-05,0
FAM9B,0.00104283116875699,0.000333897232495709,0.000832226928447086
FAM9C,0.0112050032498065,0.0230662863797449,0.00383361810019462
FAN1,0.0113986761731378,0.0569550704752448,0.0382434486973476
FANCA,0.118965974826986,0.0866007892262997,0.0239656897898366
FANCB,0.0354230046616349,0.0166937609409221,0.00888132600844967
FANCC,0.00829031153223467,0.0290697820154795,0.0381024319712034
FANCD2,0.0655696374713479,0.0304858964216172,0.00813006652994333
FANCD2OS,0,0.000727803540018907,0
FANCE,0.0138432026058718,0.0312508548602233,0.0178505886285585
FANCF,0.0834890017772355,0.133530834439734,0.0742495176751609
FANCG,0.0410566238390164,0.0487687184272638,0.0672263522579956
FANCI,0.0216825892766383,0.0525896116219243,0.0119383936657532
FANCL,0.063408901887804,0.109019106838025,0.0904075748996881
FANCM,0.0283675494143038,0.0206026979656259,0.0281248337325959
FANK1,0.0047595863792084,0.0781839628236289,0.0246372769168062
FAP,0.00117691167570702,0.0217678951718925,0.844654428540731
FAR1,0.0470974228801768,0.125408381898683,0.125758219828205
FAR2,0.00270796284875374,0.0214516470557449,0.0140403620823936
FARP1,0.00900108466487757,0.527389254827087,0.340670078207292
FARP1-AS1,0.000779307923693999,0.00917448325051226,0.00169453693378705
FARP2,0.0835143208570741,0.123869298082223,0.0823491585625581
FARS2,0.123507293815649,0.0948292514541823,0.125580719686188
FARSA,0.183983855502693,0.23530763724991,0.215658202722078
FARSA-AS1,0,0.00018158804396593,0
FARSB,0.100407330230997,0.171583818446484,0.145723378776346
FAS,0.101781061368153,0.190585172422628,0.454085231270729
FASLG,0.00321351712756572,0.000857702613420647,0.00114379304289994
FASN,0.0223634517283934,0.45896584587001,0.123013545244237
FASTK,0.265393007077295,0.68742806725955,0.532937149887876
FASTKD1,0.0469327943751807,0.0567016843021358,0.044555150408817
FASTKD2,0.084047318966807,0.086634028862098,0.108140348990295
FASTKD3,0.0425504492114342,0.0953446178568484,0.0532338313641119
FASTKD5,0.0630855686810327,0.0725267229863197,0.0579894693966763
FAT1,0.00220006883682183,0.157387225369734,0.282150257405439
FAT2,0,0.00729059103230894,0.000346173424923898
FAT3,5.53293397058568e-05,0.000351276380815883,0.062660247179572
FAT4,0.000275389944651509,0.00723295862003792,0.168924935469599
FATE1,7.53318821399558e-05,1.48472921115194e-05,0
FAU,32.4551564317021,16.2830601158086,17.2297081350017
FAXC,0.00369724987725602,0.117459290752528,0.00961912616042154
FAXDC2,0.00230646712742404,0.0719215958228173,0.193084733892924
FBF1,0.0130674598462847,0.0553709777285956,0.0480939322294852
FBL,1.25586719033551,1.13959499248205,1.10505069021084
FBLIM1,0.011904961076201,0.231583309769509,0.724395515974803
FBLL1,0.000304671602899132,0.00696083453607933,0.000744238448329841
FBLN1,0.0209053688327161,0.0616039462110312,19.1962583345984
FBLN2,0.0207995281927341,0.028538841007091,2.37716840373449
FBLN5,0.0186760108161951,0.0908008286119392,1.7537764900773
FBLN7,0.0114729717481839,0.0405210160236656,0.108929045241532
FBN1,0.00443579319808873,0.00555609041725234,1.36143060344381
FBN2,0.000253863188456658,0.00214414629140743,0.0150058466989455
FBN3,0.000226533979371997,0.01076356741601,0
FBP1,0.130543451925261,1.00512909184284,0.187587914569629
FBP2,0.000346632946213659,0.000229557946367229,0.00564255011786017
FBRS,0.14991874079491,0.213571674934586,0.15897496177248
FBRSL1,0.0470256426744392,0.136210491386805,0.0621550697880717
FBXL12,0.107448500216239,0.0968974655568464,0.21369100161392
FBXL13,0.00239638120720002,0.0092743731064293,0.0178630727801789
FBXL14,0.00323347719589959,0.00692840609462902,0.0109729202648171
FBXL15,0.239171994191815,0.430320170303605,0.417568743868139
FBXL16,0.00582188233431829,0.0730909098233685,0.00175580554110344
FBXL17,0.0816477264509589,0.119710319097326,0.104170591447174
FBXL18,0.00969117656346975,0.0837989177927524,0.0188726326587875
FBXL19,0.00943319560488328,0.0843167141618613,0.0263697812031372
FBXL19-AS1,0.00870171643536933,0.0232681941571117,0.0306896543100676
FBXL2,0.00409261957051311,0.0462015328414184,0.0409615313789877
FBXL20,0.0965823362422344,0.173598879386058,0.13635160575647
FBXL22,0.0292668392787782,0.0201694154905293,0.0484106013953212
FBXL3,0.190150958370816,0.209328645508901,0.325509141438309
FBXL4,0.0587728918781954,0.08493831877611,0.112787948774086
FBXL5,0.15674487923645,0.26536664221781,0.354092382040457
FBXL6,0.0168087022587228,0.10296645322459,0.0418156172468446
FBXL7,0.00117838796420904,0.00881813539728494,0.0971735449146324
FBXL8,0.0183239891025727,0.0431424054717193,0.0691579971928994
FBXO10,0.0229707272439201,0.00996497792566089,0.0144323335833734
FBXO11,0.173991789061148,0.228157667793083,0.264326370515347
FBXO15,0.00682725287068793,0.0188433377309629,0.00569020301361407
FBXO16,0.00870625157562937,0.0550259503324766,0.00539448159723068
FBXO17,0.00372419130495426,0.116084406950428,0.425179447648442
FBXO18,0.146952809819914,0.296952783763061,0.272808144059641
FBXO2,0.0554518120489716,0.709587971201408,0.0630448554247432
FBXO21,0.202811764006472,0.295106212946182,0.290854423288122
FBXO22,0.12379050186686,0.233102416913656,0.195564651925393
FBXO24,0.00227713982404696,0.0115967598492065,0.00887249009178518
FBXO25,0.195735930667899,0.313471680904819,0.231943548949569
FBXO27,0.0035537843496378,0.0363045913690563,0.0149918641948414
FBXO28,0.116274779164893,0.210382658705723,0.0917420844416248
FBXO3,0.151995275095081,0.166206169582886,0.203996137615093
FBXO3-AS1,0,7.18982624572882e-05,0.00312228263839128
FBXO30,0.0177767868406535,0.037417210776662,0.0587105932979988
FBXO31,0.0309825357448123,0.0527632208949888,0.0754514862542318
FBXO32,0.0383806326417519,0.476517849972177,0.726216733633259
FBXO33,0.118274975232217,0.118691383126334,0.122804670366222
FBXO34,0.0997778481991764,0.318652711638615,0.0892949405502799
FBXO36,0.00367523802251069,0.02363170349656,0.0212934757212331
